Numero de participantes:  507
José_Rocha 49
Vavá_Martins 0
Silas_Câmara 37
Professor_Israel_Batista 0
Tiago_Dimas 0
Luizão_Goulart 0
Maurício_Dziedricki 0
Mário_Negromonte_Jr. 47
Zé_Silva 56
Marcelo_Aro 0
Mauro_Nazif 0
Hildo_Rocha 0
Raimundo_Costa 45
Uldurico_Junior 0
Aelton_Freitas 0
José_Nelto 60
Alcides_Rodrigues 0
Otoni_de_Paula 39
Pastor_Gil 51
Vaidon_Oliveira 0
Alê_Silva 0
Júnior_Mano 36
Ricardo_Teobaldo 0
Perpétua_Almeida 0
Márcio_Biolchi 50
Geninho_Zuliani 0
Igor_Kannário 0
Pedro_Lupion 63
Vitor_Lippi 58
Lourival_Gomes 0
Capitão_Fábio_Abreu 0
Helder_Salomão 85
Fernanda_Melchionna 56
Diego_Andrade 34
Carmen_Zanotto 0
Claudio_Cajado 52
Dimas_Fabiano 56
Tadeu_Alencar 0
Carlos_Zarattini 59
Luisa_Canziani 30
Isnaldo_Bulhões_Jr. 24
André_Fufuca 30
Rose_Modesto 0
José_Nunes 0
André_Janones 49
Lucas_Vergilio 0
Heitor_Schuch 39
Ronaldo_Carletto 0
Célio_Silveira 49
Juninho_do_Pneu 50
Wellington_Roberto 48
Celso_Sabino 32
Milton_Vieira 40
Sérgio_Brito 0
Gustinho_Ribeiro 51
Luiz_Antônio_Corrêa 54
Greyce_Elias 54
Márcio_Jerry 62
Pedro_Augusto_Bezerra 0
Marina_Santos 0
Pedro_Lucas_Fernandes 52
Professora_Dayane_Pimentel 0
Heitor_Freire 0
Augusto_Coutinho 63
Herculano_Passos 0
Mário_Heringer 47
Pedro_Vilela 0
Adolfo_Viana 31
João_Daniel 53
Hiran_Gonçalves 0
Dr._Luiz_Ovando 63
Paulo_Azi 42
Ricardo_Silva 34
Neri_Geller 0
Mariana_Carvalho 0
Leonardo_Monteiro 52
Nilson_Pinto 0
Subtenente_Gonzaga 0
Juscelino_Filho 0
Gonzaga_Patriota 0
Hermes_Parcianello 0
Baleia_Rossi 42
Orlando_Silva 55
Osires_Damaso 0
Daniel_Almeida 52
João_Marcelo_Souza 0
Fábio_Mitidieri 0
Josias_Gomes 60
Lídice_da_Mata 59
Pedro_Cunha_Lima 0
Moses_Rodrigues 55
Milton_Coelho 0
Lucio_Mosquini 35
Aguinaldo_Ribeiro 38
Paulo_Abi-Ackel 31
Dra._Vanda_Milani 0
Capitão_Wagner 0
Edio_Lopes 0
Acácio_Favacho 43
Rafael_Motta 0
Shéridan 0
Fernando_Coelho_Filho 51
Fausto_Pinato 55
Delegado_Waldir 0
Fábio_Trad 0
Jhonatan_de_Jesus 0
Waldenor_Pereira 30
AJ_Albuquerque 18
Luiz_Carlos 0
Júnior_Ferrari 44
Reginaldo_Lopes 43
Padre_João 62
Vinicius_Farah 0
Delegado_Pablo 0
Patrus_Ananias 38
Marco_Bertaiolli 53
Luciano_Bivar 26
Fernando_Monteiro 52
Beto_Rosado 0
João_Carlos_Bacelar 37
Pinheirinho 42
Joseildo_Ramos 54
Guilherme_Mussi 0
Ricardo_Barros 0
João_Campos 0
Giovani_Feltes 0
Chiquinho_Brazão 59
Carlos_Bezerra 0
Dr._Leonardo 0
Benes_Leocádio 60
Pompeo_de_Mattos 53
Airton_Faleiro 54
Bozzella 0
Osmar_Serraglio 0
Luis_Miranda 0
Cássio_Andrade 0
Alex_Santana 44
Júlio_Cesar 47
Cristiano_Vale 0
Cleber_Verde 57
Abou_Anni 0
Zé_Neto 57
Aureo_Ribeiro 48
Tito 0
Zé_Carlos 0
Marcos_Aurélio_Sampaio 52
Dagoberto_Nogueira 58
Gleisi_Hoffmann 58
Neucimar_Fraga 0
Fábio_Ramalho 0
Félix_Mendonça_Júnior 58
Flávia_Morais 52
Eduardo_Costa 0
Vinicius_Carvalho 48
Arthur_Oliveira_Maia 56
Jose_Mario_Schreiner 0
Liziane_Bayer 0
Sergio_Souza 60
Bacelar 84
Luiza_Erundina 1
Arnaldo_Jardim 52
Paulo_Guedes 56
Delegado_Marcelo_Freitas 80
Emanuel_Pinheiro_Neto 58
Paulo_Pimenta 0
Edna_Henrique 0
Lauriete 0
