idVotacao,voto,deputado_id,deputado_nome
2355135-39,Não,220593,Abilio Brunini
2355135-39,Não,204379,Acácio Favacho
2355135-39,Não,220714,Adail Filho
2355135-39,Não,221328,Adilson Barroso
2355135-39,Não,204560,Adolfo Viana
2355135-39,Não,204528,Adriana Ventura
2355135-39,Não,121948,Adriano do Baldy
2355135-39,Não,178835,Afonso Motta
2355135-39,Não,160527,Aguinaldo Ribeiro
2355135-39,Sim,204495,Airton Faleiro
2355135-39,Não,73579,Alberto Fraga
2355135-39,Não,74696,Alberto Mourão
2355135-39,Não,220538,Albuquerque
2355135-39,Não,160559,Alceu Moreira
2355135-39,Não,178972,Alex Manente
2355135-39,Não,204571,Alex Santana
2355135-39,Não,220542,Alexandre Guimarães
2355135-39,Sim,220554,Alexandre Lindenmeyer
2355135-39,Sim,221148,Alfredinho
2355135-39,Não,220576,Alfredo Gaspar
2355135-39,Sim,74057,Alice Portugal
2355135-39,Não,178881,Aluisio Mendes
2355135-39,Não,220596,Amália Barros
2355135-39,Não,220707,Amanda Gentil
2355135-39,Não,204356,Amaro Neto
2355135-39,Não,107970,Ana Paula Leão
2355135-39,Sim,220556,Ana Paula Lima
2355135-39,Sim,220632,Ana Pimentel
2355135-39,Não,220657,André Fernandes
2355135-39,Sim,133439,André Figueiredo
2355135-39,Sim,204515,André Janones
2355135-39,Não,220676,Andreia Siqueira
2355135-39,Não,220544,Antonio Andrade
2355135-39,Não,220638,Antonio Carlos Rodrigues
2355135-39,Não,220675,Antônio Doido
2355135-39,Não,220549,Any Ortiz
2355135-39,Sim,73433,Arlindo Chinaglia
2355135-39,Não,160600,Arthur Oliveira Maia
2355135-39,Sim,74090,Átila Lins
2355135-39,Não,123086,Átila Lira
2355135-39,Não,160665,Augusto Coutinho
2355135-39,Não,220577,Augusto Puppio
2355135-39,Não,160512,Aureo Ribeiro
2355135-39,Sim,69871,Bacelar
2355135-39,Não,178975,Baleia Rossi
2355135-39,Não,220605,Bandeira de Mello
2355135-39,Não,220612,Bebeto
2355135-39,Sim,73701,Benedita da Silva
2355135-39,Não,109429,Benes Leocádio
2355135-39,Não,220683,Beto Richa
2355135-39,Não,204374,Bia Kicis
2355135-39,Não,204388,Bibo Nunes
2355135-39,Sim,160538,Bohn Gass
2355135-39,Não,210989,Bruno Farias
2355135-39,Sim,220635,Bruno Ganem
2355135-39,Não,220574,Cabo Gilberto Silva
2355135-39,Sim,220548,Camila Jara
2355135-39,Não,204572,Capitão Alberto Neto
2355135-39,Não,220690,Capitão Alden
2355135-39,Não,178829,Capitão Augusto
2355135-39,Não,204507,Carla Zambelli
2355135-39,Não,178962,Carlos Gomes
2355135-39,Não,178993,Carlos Henrique Gaguim
2355135-39,Não,204460,Carlos Jordy
2355135-39,Não,74262,Carlos Sampaio
2355135-39,Sim,204426,Carlos Veras
2355135-39,Sim,141398,Carlos Zarattini
2355135-39,Não,204369,Caroline de Toni
2355135-39,Sim,220699,Castro Neto
2355135-39,Sim,204488,Célio Studart
2355135-39,Sim,205476,Charles Fernandes
2355135-39,Sim,74171,Chico Alencar
2355135-39,Não,204476,Chiquinho Brazão
2355135-39,Não,204462,Chris Tonietto
2355135-39,Não,220665,Clarissa Tércio
2355135-39,Não,74537,Claudio Cajado
2355135-39,Não,141408,Cleber Verde
2355135-39,Sim,88256,Clodoaldo Magalhães
2355135-39,Não,98148,Cobalchini
2355135-39,Não,220594,Coronel Assis
2355135-39,Não,204378,Coronel Chrisóstomo
2355135-39,Não,220595,Coronel Fernanda
2355135-39,Não,220666,Coronel Meira
2355135-39,Não,222142,Coronel Telhada
2355135-39,Não,220590,Coronel Ulysses
2355135-39,Não,204355,Da Vitoria
2355135-39,Sim,141411,Dagoberto Nogueira
2355135-39,Sim,220555,Daiana Santos
2355135-39,Não,220692,Dal Barreto
2355135-39,Não,74467,Damião Feliciano
2355135-39,Sim,220629,Dandara
2355135-39,Não,220603,Dani Cunha
2355135-39,Não,220571,Daniel Agrobom
2355135-39,Sim,74060,Daniel Almeida
2355135-39,Não,204367,Daniel Freitas
2355135-39,Não,220614,Daniel Soranz
2355135-39,Não,204409,Daniel Trzeciak
2355135-39,Não,220557,Daniela Reinehr
2355135-39,Não,220659,Dayany Bittencourt
2355135-39,Sim,220565,Delegada Adriana Accorsi
2355135-39,Não,220625,Delegada Ione
2355135-39,Não,220673,Delegado Caveira
2355135-39,Não,220649,Delegado da Cunha
2355135-39,Não,178908,Delegado Éder Mauro
2355135-39,Não,220583,Delegado Fabio Costa
2355135-39,Não,220701,Delegado Matheus Laiola
2355135-39,Não,220652,Delegado Palumbo
2355135-39,Não,220654,Delegado Paulo Bilynskyj
2355135-39,Não,220619,Delegado Ramagem
2355135-39,Não,220705,Deltan Dallagnol
2355135-39,Sim,220553,Denise Pessôa
2355135-39,Não,220689,Detinha
2355135-39,Sim,160588,Diego Andrade
2355135-39,Não,178929,Diego Garcia
2355135-39,Não,73768,Dilceu Sperafico
2355135-39,Sim,220671,Dilvanda Faro
2355135-39,Não,160599,Dimas Fabiano
2355135-39,Não,160758,Domingos Sávio
2355135-39,Sim,220573,Dorinaldo Malafaia
2355135-39,Não,221339,Dr Benjamim
2355135-39,Sim,220688,Dr. Francisco
2355135-39,Não,204518,Dr. Frederico
2355135-39,Não,204481,Dr. Jaziel
2355135-39,Não,204351,Dr. Luiz Ovando
2355135-39,Sim,220528,Dr. Victor Linhalis
2355135-39,Não,220674,Dra. Alessandra Haber
2355135-39,Não,220540,Duda Ramos
2355135-39,Sim,220623,Duda Salabert
2355135-39,Sim,204541,Eduardo Bismarck
2355135-39,Não,92346,Eduardo Bolsonaro
2355135-39,Não,220589,Eduardo Velloso
2355135-39,Não,204364,Eli Borges
2355135-39,Não,178854,Elmar Nascimento
2355135-39,Não,161550,Emidinho Madeira
2355135-39,Sim,220663,Eriberto Medeiros
2355135-39,Sim,160575,Erika Kokay
2355135-39,Não,160640,Eros Biondini
2355135-39,Não,178871,Evair Vieira de Melo
2355135-39,Não,178905,Fabio Garcia
2355135-39,Não,171623,Fabio Reis
2355135-39,Não,204368,Fabio Schiochet
2355135-39,Não,220653,Fábio Teruel
2355135-39,Não,66828,Fausto Pinato
2355135-39,Não,220646,Felipe Becari
2355135-39,Não,72442,Felipe Carreras
2355135-39,Não,204398,Felipe Francischini
2355135-39,Não,160666,Félix Mendonça Júnior
2355135-39,Sim,204407,Fernanda Melchionna
2355135-39,Não,220656,Fernanda Pessoa
2355135-39,Não,141431,Fernando Coelho Filho
2355135-39,Sim,204445,Fernando Mineiro
2355135-39,Não,92699,Fernando Monteiro
2355135-39,Não,204427,Fernando Rodolfo
2355135-39,Não,204411,Filipe Barros
2355135-39,Não,220545,Filipe Martins
2355135-39,Sim,191923,Flávio Nogueira
2355135-39,Sim,220700,Florentino Neto
2355135-39,Não,220551,Franciane Bayer
2355135-39,Não,204494,Fred Costa
2355135-39,Não,220534,Fred Linhares
2355135-39,Sim,224117,Gabriel Mota
2355135-39,Sim,220708,Gabriel Nunes
2355135-39,Não,204473,General Girão
2355135-39,Não,220611,General Pazuello
2355135-39,Não,178966,Geovania de Sá
2355135-39,Não,74374,Geraldo Resende
2355135-39,Não,220587,Gerlen Diniz
2355135-39,Sim,204394,Gervásio Maia
2355135-39,Sim,220529,Gilson Daniel
2355135-39,Não,204365,Gilson Marques
2355135-39,Não,220526,Gilvan da Federal
2355135-39,Não,160673,Giovani Cherini
2355135-39,Sim,152605,Glauber Braga
2355135-39,Sim,107283,Gleisi Hoffmann
2355135-39,Não,198197,Greyce Elias
2355135-39,Sim,220639,Guilherme Boulos
2355135-39,Sim,220664,Guilherme Uchoa
2355135-39,Não,204408,Gustinho Ribeiro
2355135-39,Não,204456,Gutemberg Reis
2355135-39,Sim,178873,Helder Salomão
2355135-39,Não,204539,Hercílio Coelho Diniz
2355135-39,Sim,204533,Idilvan Alencar
2355135-39,Não,98615,Ismael
2355135-39,Sim,73531,Ivan Valente
2355135-39,Sim,220696,Ivoneide Caetano
2355135-39,Sim,220527,Jack Rocha
2355135-39,Sim,220697,Jadyel Alencar
2355135-39,Sim,74848,Jandira Feghali
2355135-39,Não,74273,Jefferson Campos
2355135-39,Sim,141456,Jilmar Tatto
2355135-39,Sim,178970,João Daniel
